IDRSSD,RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,TEXT3552,TEXT3553,TEXT3554,
661223,,,,,,,,,,,,,,459,,0,0,,,,,267,192,0,,,,,,,
661308,,,,,,,,,,,,,,78311,,55495,0,2481,24000,,,3194,13332,6290,4144,,24784,Due to Broker,,,
661474,,,,,,,,,,,,,,1599,0,1497,0,0,0,0,0,52,0,50,0,0,0,,,,
662350,,,,,,,,,,,,,,1318,0,43,0,0,0,0,0,182,1093,0,0,0,0,,,,
662369,,,,,,,,,,,,,,77070,,59855,0,,,,,6058,10637,520,17161,,24059,,,,
662949,,,,,,,,,,,,,,2769,0,588,0,287,301,0,0,734,1118,329,0,0,0,Deferred fees,,,
663245,,,,,,,,,,,,,,322295,,207697,0,,,,,49263,39707,25628,,,72629,,,,
663638,,,,,,,,,,,,,,215,0,56,0,0,0,0,0,82,2,75,0,0,0,,,,
663656,,,,,,,,,,,,,,275,0,81,0,0,0,0,0,125,64,5,0,0,0,,,,
663834,,,,,,,,,,,,,,88109,,45446,0,,,,,16362,22510,3791,,,37061,,,,
663955,,,,,,,,,,,,,,9309,0,7879,1058,0,4001,3100,0,372,0,0,0,0,0,LIHTC Payable,PNC Margin Account,,
664176,,,,,,,,,,,,,,13153,0,11820,0,0,0,0,0,47,1158,128,0,0,8553,,,,
664206,,,,,,,,,,,,,,43194,,24816,0,,6547,6208,,4851,12727,800,,,9081,Due to Broker,Prepaid Interest - Heat Loan,,
664653,,,,,,,,,,,,,,2734,0,1435,0,0,0,0,0,157,849,293,1370,0,0,,,,
664756,,,,,,,,,,,,,,333949,,52277,0,,,,,129564,114462,37646,,,34616,,,,
665146,,,,,,,,,,,,,,1660,0,566,0,0,0,0,0,614,480,0,518,0,0,,,,
665258,,,,,,,,,,,,,,454,0,5,0,0,0,0,0,82,367,0,0,0,0,,,,
665865,,,,,,,,,,,,,,3889,0,13,0,0,13,0,0,1865,2011,0,0,0,0,CDARS Incoming/In Process,,,
666059,,,,,,,,,,,,,,12704,0,1986,0,0,0,0,0,9250,711,757,0,0,1984,,,,
666358,,,,,,,,,,,,,,346,0,235,0,0,0,0,0,80,1,30,0,0,0,,,,
666554,,,,,,,,,,,,,,955,0,0,0,0,0,0,0,342,613,0,0,0,0,,,,
666844,,,,,,,,,,,,,,666,0,0,0,0,0,0,0,572,94,0,0,0,0,,,,
666974,,,,,,,,,,,,,,332,0,109,0,0,0,0,0,39,184,0,0,0,0,,,,
667029,,,,,,,,,,,,,,1715,0,987,0,0,598,0,0,389,302,37,249,0,0,CDARS IN PROCESS,CDARS DEFFERRED LIABILITY FEE,,
667252,,,,,,,,,,,,,,141,0,78,0,0,0,0,0,63,0,0,0,0,0,,,,
667346,,,,,,,,,,,,,,712,0,433,0,0,0,0,0,155,124,0,0,0,0,,,,
667524,,,,,,,,,,,,,,824,,344,0,,,,,160,264,56,,,344,,,,
667551,,,,,,,,,,,,,,853,0,301,0,0,15,0,0,459,93,0,286,0,0,Credit Card Rewards,,,
667757,,,,,,,,,,,,,,110204,,65959,0,,,,,14548,26289,3408,,,51509,,,,
668053,,,,,,,,,,,,,,213,0,0,0,0,0,0,0,200,13,0,0,0,0,,,,
668147,,,,,,,,,,,,,,1759,0,338,0,0,0,0,0,852,569,0,0,0,0,,,,
669555,,,,,,,,,,,,,,5101,0,422,0,0,0,0,0,847,3680,152,0,0,0,,,,
670430,,,,,,,,,,,,,,969,0,80,0,0,0,0,0,375,371,143,0,0,0,,,,
670467,,,,,,,,,,,,,,37969,0,32031,0,0,0,0,0,553,4665,720,0,0,24944,,,,
670560,,,,,,,,,,,,,,178739,0,168064,0,135306,0,0,0,0,10675,0,0,0,0,,,,
670654,,,,,,,,,,,,,,210,0,0,0,0,0,0,0,156,54,0,0,0,0,,,,
670748,,,,,,,,,,,,,,191,0,0,0,0,0,0,0,40,151,0,0,0,0,,,,
670878,,,,,,,,,,,,,,7893,0,7126,0,0,3736,0,0,4,526,237,0,0,2429,Accrued Liability SERP,,,
671053,,,,,,,,,,,,,,258,0,0,0,0,0,0,0,182,62,14,0,0,0,,,,
671147,,,,,,,,,,,,,,5388,0,66,0,0,0,0,0,4578,622,122,0,0,0,,,,
671334,,,,,,,,,,,,,,16216,,3705,0,2533,,,,2547,9253,711,,181,,,,,
671464,,,,,,,,,,,,,,278039,,148729,0,,,,,85396,41371,2543,,72474,47104,,,,
671558,,,,,,,,,,,,,,7026,0,2986,0,0,0,0,0,3485,348,207,987,1229,0,,,,
672238,,,,,,,,,,,,,,337,0,255,0,0,0,0,0,76,6,0,0,0,0,,,,
672247,,,,,,,,,,,,,,771,0,275,0,0,0,0,0,408,0,88,0,0,0,,,,
672537,,,,,,,,,,,,,,1414,,113,0,110,,,,1152,149,0,,,,,,,
672573,,,,,,,,,,,,,,1151,0,689,133,0,0,0,0,16,313,0,581,0,0,,,.,
673244,,,,,,,,,,,,,,471,0,0,0,0,0,0,0,288,183,0,0,0,0,,,,
673440,,,,,,,,,,,,,,18660,,2359,0,,,,,3511,9963,2827,2354,,,,,,
673477,,,,,,,,,,,,,,42,0,39,0,0,0,0,0,3,0,0,0,0,0,,,,
673851,,,,,,,,,,,,,,381,0,57,40,0,0,0,0,97,58,129,0,0,0,,,,
673909,,,,,,,,,,,,,,21418,1374,4581,989,,,,,7540,8308,0,,,,,,,
674344,,,,,,,,,,,,,,1345,0,452,0,0,0,0,0,578,314,1,452,0,0,,,,
674849,,,,,,,,,,,,,,20315,0,11173,0,0,7000,0,0,7959,1055,128,0,0,0,CONTINGENCY LOSS LIABILITY,,,
675042,,,,,,,,,,,,,,608,,105,0,1,,,,341,162,0,104,,,,,,
675051,,,,,,,,,,,,,,2696,0,2479,0,0,0,0,0,80,107,30,0,0,2456,,,,
675079,,,,,,,,,,,,,,1153,,180,0,,,,,169,610,194,,,,,,,
675248,,,,,,,,,,,,,,768,0,434,0,0,0,0,0,112,87,135,0,0,434,,,,
675341,,,,,,,,,,,,,,1054,0,1001,0,0,0,0,0,52,0,1,1001,0,0,,,,
675659,,,,,,,,,,,,,,1267,0,17,0,0,0,0,0,1250,0,0,0,0,0,,,,
675855,,,,,,,,,,,,,,504,0,244,0,0,0,0,0,162,98,0,0,0,0,,,,
676049,,,,,,,,,,,,,,1071,0,45,0,0,0,0,0,896,120,10,0,0,0,,,,
676151,,,,,,,,,,,,,,4786,0,477,0,0,0,0,0,2334,1975,0,474,0,0,,,,
677176,,,,,,,,,,,,,,79616,,57050,0,4730,,,,3445,17459,1662,3658,,42026,,,,
677354,,,,,,,,,,,,,,1678,,1194,0,,,,,293,191,0,1194,,,,,,
677448,,,,,,,,,,,,,,1194,0,216,0,0,0,0,0,894,84,0,216,0,0,,,,
677644,,,,,,,,,,,,,,14525,0,7165,0,0,6062,0,0,1821,3931,1608,0,0,0,BOLI BENEFITS PAYABLE,,,
677756,,,,,,,,,,,,,,789,0,22,0,0,0,0,0,488,279,0,0,0,0,,,,
677970,,,,,,,,,,,,,,1132,0,875,0,115,225,29,0,47,210,0,460,0,0,Deferred Revenue FiServ,Unclaimed Int/ Funds,,
678052,,,,,,,,,,,,,,33,0,0,0,0,0,0,0,26,7,0,0,0,0,,,,
678070,,,,,,,,,,,,,,3680,,1293,0,,,,,1848,539,0,1293,,,,,,
678258,,,,,,,,,,,,,,332,0,0,0,0,0,0,0,147,150,35,0,0,0,,,,
678454,,,,,,,,,,,,,,2506,0,167,0,157,0,0,0,339,2000,0,0,0,0,,,,
678557,,,,,,,,,,,,,,95,,40,0,,,,,36,19,0,,,,,,,
678744,,,,,,,,,,,,,,2459,0,340,0,116,220,0,0,1726,393,0,0,0,0,Post Retirement Liability,,,
679451,,,,,,,,,,,,,,425,0,6,0,0,0,0,0,205,207,7,0,0,0,,,,
680130,,,,,,,,,,,,,,16234,,4086,0,,,,,310,11431,407,3989,,,,,,
680457,,,,,,,,,,,,,,7909,0,0,0,0,0,0,0,1533,6376,0,0,0,0,,,,
680813,,,,,,,,,,,,,,58167,,22734,0,,16417,,,5875,28180,1378,,,,NOTE PAYABLE TAX CREDIT INVESTMENTS,,,
681043,,,,,,,,,,,,,,334,0,0,0,0,0,0,0,148,184,2,0,0,0,,,,
681249,,,,,,,,,,,,,,658,0,530,0,0,0,0,0,82,46,0,530,0,0,,,,
682143,,,,,,,,,,,,,,9056,0,4002,0,0,0,0,0,1262,3492,300,1408,0,0,,,,
682563,,,,,,,,,,,,,,620673,,362705,0,,,,,63587,140579,53802,,,313816,,,,
682648,,,,,,,,,,,,,,1688,0,34,0,0,0,0,0,914,740,0,0,0,0,Deferred Fees,,,
683449,,,,,,,,,,,,,,2651,0,0,0,0,0,0,0,854,1313,484,0,0,0,,,,
683814,,,,,,,,,,,,,,1283,0,896,0,0,0,0,0,220,167,0,0,0,627,,,,
684455,,,,,,,,,,,,,,5834,0,3965,0,0,0,0,0,1182,687,0,1757,0,2139,Servicing Liabilities,Def ORE Gain,,
685023,,,,,,,,,,,,,,886,0,838,0,0,71,44,0,46,2,0,705,0,0,DEBIT CARD SETTLEMENT,DEFERRED LOAN RECOVERY,,
685649,,,,,,,,,,,,,,2354,,609,0,,,,,608,973,164,589,,,,,,
685676,,,,,,,,,,,,,,29061,0,18884,0,10123,0,0,0,5798,3139,1240,6368,0,1167,,,,
685779,,,,,,,,,,,,,,3948,0,2229,0,0,0,0,0,632,923,164,2132,0,0,,,,
686459,,,,,,,,,,,,,,2056,,1028,0,510,,,,863,0,165,518,,,,,,
686570,,,,,,,,,,,,,,235,0,207,0,10,0,0,0,4,24,0,0,0,0,,,,
686758,,,,,,,,,,,,,,831,0,53,0,0,0,0,0,459,319,0,0,0,0,,,,
687054,,,,,,,,,,,,,,563,0,247,0,6,0,0,0,152,155,9,0,0,241,,,,
687830,,,,,,,,,,,,,,448,0,0,0,0,0,0,0,75,373,0,0,0,0,,,,
687951,,,,,,,,,,,,,,17832,0,4400,0,0,0,2170,0,11802,1630,0,0,0,0,Insurance Agency Accounts Payable,Lease Liability,,
688079,57111,0,0,85,0,0,0,0,57026,0,0,0,0,,,,,,,,,0,,,,,,,,,
688257,,,,,,,,,,,,,,3593,0,3041,0,0,0,0,0,113,429,10,2879,0,0,,,,
688453,,,,,,,,,,,,,,367,0,7,0,0,0,0,0,360,0,0,0,0,0,,,,
688556,,,,,,,,,,,,,,307,0,16,0,1,0,0,0,89,202,0,0,0,0,,,,
689209,,,,,,,,,,,,,,14857,0,9129,0,0,0,0,0,132,4545,1051,4111,0,3313,,,,
689357,,,,,,,,,,,,,,5158,,1800,0,,,611,,1597,1761,0,,,1188,Other Liabilities,PTO,,
689759,,,,,,,,,,,,,,1835,0,1228,0,0,0,0,0,30,577,0,0,0,1148,,,,
691042,,,,,,,,,,,,,,128,0,0,0,0,0,0,0,82,38,8,0,0,0,,,,
691556,,,,,,,,,,,,,,701,0,1,0,0,0,0,0,615,85,0,0,0,0,,,,
691743,,,,,,,,,,,,,,246,0,1,0,0,0,0,0,204,21,20,0,0,0,,,,
691958,,,,,,,,,,,,,,9993,0,951,0,678,0,0,0,3285,5339,418,0,0,0,,,,
692450,,,,,,,,,,,,,,1855,0,92,367,0,0,0,0,479,880,37,0,0,0,,,,
692704,,,,,,,,,,,,,,2154,0,1028,0,0,836,0,0,0,1126,0,191,0,0,Intercompany Loan Payable Interest,,,
692946,,,,,,,,,,,,,,3099,,1467,0,,,,,360,1139,133,,,,,,,
693073,,,,,,,,,,,,,,736,0,736,0,18,0,0,0,0,0,0,718,0,0,Construction Loan Deposit/Loans-In-Process,,,
693224,,,,,,,,,,,,,,242882,,176185,0,58876,,,,20254,28886,17557,,,81925,,,,
693345,,,,,,,,,,,,,,76176,,35801,0,6378,2994,,,3029,37346,0,,,,Loan Swap Liability,,,
693952,,,,,,,,,,,,,,2854,0,1735,0,0,0,0,0,666,453,0,1684,0,0,UNAMORTIZED LOAN FEES - PPP LOANS,,,
694146,,,,,,,,,,,,,,169,0,0,0,0,0,0,0,104,65,0,0,0,0,,,,
694771,,,,,,,,,,,,,,73,0,30,0,0,0,0,0,0,43,0,0,0,0,,,,
694847,,,,,,,,,,,,,,2334,0,265,0,0,0,0,0,91,1878,100,0,0,0,,,,
694904,2058476,0,901976,316124,0,0,0,0,605117,58198,0,0,436275,,,,,,,,,177061,,,,,,,,,
695349,,,,,,,,,,,,,,1049,,21,0,,,,,429,586,13,,,,,,,
695947,,,,,,,,,,,,,,101,0,0,0,0,0,0,0,32,69,0,0,0,0,,,,
696047,,,,,,,,,,,,,,288,0,0,0,0,0,0,0,113,175,0,0,0,0,,,,
696168,,,,,,,,,,,,,,2318,0,1937,0,103,757,0,0,54,271,56,0,0,750,Dealer Participation,,,
696430,,,,,,,,,,,,,,7174,0,5252,0,0,0,0,0,369,1163,390,2817,0,0,,,,
696645,,,,,,,,,,,,,,586,,234,0,234,,,,167,185,0,,,,,,,
697035,,,,,,,,,,,,,,2536,0,37,0,0,37,0,0,506,1993,0,0,0,0,Unamortized Loan Fees,,,
697147,,,,,,,,,,,,,,3185,0,433,0,0,0,0,0,491,1662,599,335,0,95,,,,
697156,,,,,,,,,,,,,,8019,0,4943,0,0,0,0,0,921,2155,0,4888,0,0,,,,
697231,,,,,,,,,,,,,,3553,0,1895,0,166,0,0,0,170,1217,271,0,0,0,,,,
697763,,,,,,,,,,,,,,59849,,44670,0,12894,,,,230,14748,201,,,18832,,,,
697950,,,,,,,,,,,,,,1234,0,45,0,45,0,0,0,264,900,25,0,0,0,,,,
698144,,,,,,,,,,,,,,7505,0,2639,0,0,0,0,0,1282,2730,854,0,814,0,,,,
698546,,,,,,,,,,,,,,1652,,1501,0,22,57,18,21,109,1,41,1383,,,929715 - ER Cont,924006 - FDIC Assessment Payable,928810 - Other,
698649,,,,,,,,,,,,,,2340,0,1449,0,53,0,0,0,474,374,43,1387,0,0,,,,
699105,,,,,,,,,,,,,,8497,0,3266,0,0,0,0,0,0,4424,807,1861,0,0,,,,
699253,,,,,,,,,,,,,,593,0,46,184,0,0,0,0,212,151,0,0,0,0,,,,
700140,,,,,,,,,,,,,,296,0,0,0,0,0,0,0,128,168,0,0,0,0,,,,
700252,,,,,,,,,,,,,,1923,0,1558,0,0,0,0,0,5,360,0,1558,0,0,,,,
700430,,,,,,,,,,,,,,1602,,873,0,,,,,729,0,0,393,,,Employee Benefits,Federal Income Tax Payable,,
700458,,,,,,,,,,,,,,2214,0,853,0,0,0,0,0,1044,317,0,853,0,0,,,,
701062,,,,,,,,,,,,,,119754,,77302,0,,,,,14386,24755,3311,,,33422,,,,
701222,,,,,,,,,,,,,,12263,0,0,0,0,0,0,0,2183,10080,0,0,0,0,,,,
701839,,,,,,,,,,,,,,13082,0,10705,0,0,0,0,0,146,1882,349,4911,0,5393,,,,
701857,,,,,,,,,,,,,,377,0,220,0,0,0,0,0,115,42,0,220,0,0,,,,
702117,,,,,,,,,,,,,,229920,,187912,0,,,,,10766,26942,4300,,115664,,,,,
702359,,,,,,,,,,,,,,3737,0,2434,0,0,0,0,0,435,724,144,0,47,2253,,,,
702612,,,,,,,,,,,,,,11575,2000,3320,0,0,1087,0,0,2829,4563,863,0,0,0,MASTERCARD ADVANCE PAYMENT,,,
702836,,,,,,,,,,,,,,1361,0,820,0,0,0,0,0,447,94,0,0,0,0,,,,
702911,,,,,,,,,,,,,,2956,0,1261,0,0,0,0,0,1070,413,212,885,0,0,,,,
702966,,,,,,,,,,,,,,121,0,0,0,0,0,0,0,6,108,7,0,0,0,,,,
703039,,,,,,,,,,,,,,981,150,153,0,0,0,0,0,449,379,0,0,0,0,,,,
703552,,,,,,,,,,,,,,31024,0,18022,0,1115,0,0,0,1190,9416,2396,974,0,12484,,,,
703767,,,,,,,,,,,,,,46694,,35411,0,,,,,2694,7401,1188,13665,,11978,,,,
705378,,,,,,,,,,,,,,2787,0,950,0,0,697,0,0,294,1543,0,0,0,0,Accrued Director Retirement,,,
705556,,,,,,,,,,,,,,1503,0,187,0,0,0,0,0,818,498,0,0,0,74,,,,
706030,,,,,,,,,,,,,,1004,0,557,0,0,0,0,0,298,107,42,247,0,0,,,,
706058,,,,,,,,,,,,,,784,0,0,0,0,0,0,0,194,543,47,0,0,0,,,,
706236,,,,,,,,,,,,,,928,0,304,0,0,0,0,0,311,313,0,0,0,0,,,,
706254,,,,,,,,,,,,,,1646,,0,0,,,,,1200,421,25,,,,,,,
706450,,,,,,,,,,,,,,140,0,65,0,0,0,0,0,62,5,8,0,0,0,,,,
706656,,,,,,,,,,,,,,1839,0,964,0,0,0,0,0,863,12,0,566,0,0,,,,
707354,,,,,,,,,,,,,,25621,,4490,0,2172,2318,,,5673,12695,2763,,,,Wages Payable,,,
708379,,,,,,,,,,,,,,1036,0,2,0,0,0,0,0,213,821,0,0,0,0,,,,
709143,,,,,,,,,,,,,,3917,,2806,0,2111,,,,756,226,129,,,126,,,,
709451,,,,,,,,,,,,,,117,0,0,0,0,0,0,0,61,49,7,0,0,0,,,,
709554,,,,,,,,,,,,,,1851,0,0,0,0,0,0,0,19,1832,0,0,0,0,,,,
709602,,,,,,,,,,,,,,29146,,19014,0,,6817,4929,,825,8786,521,,,,Lease Financial Obligation,Pension Liability,,
709639,,,,,,,,,,,,,,7840,0,380,0,0,320,0,0,926,6350,184,0,0,0,Deferred Incentive Income,,,
709956,,,,,,,,,,,,,,365,,18,0,10,8,,,324,12,11,,,,CDARS INCOMING RATEBRIDGE PAYMENT,,,
710176,,,,,,,,,,,,,,1717,0,133,0,0,0,0,0,683,776,125,0,0,0,,,,
710859,,,,,,,,,,,,,,3617,0,1679,0,0,0,0,0,1831,107,0,1607,0,72,,,,
711472,44590,0,42683,0,8011,0,0,0,1302,52,11510,0,0,,,,,,,,,553,,,,,,,,,
711520,,,,,,,,,,,,,,1622,0,1338,0,0,0,0,0,181,97,6,1312,0,0,,,,
711548,,,,,,,,,,,,,,2667,0,1861,0,0,0,0,0,206,571,29,1451,0,0,,,,
711753,,,,,,,,,,,,,,558,0,139,119,0,139,0,0,77,223,0,0,0,0,Scribner Insurance Agency Liabilities,,,
711801,,,,,,,,,,,,,,4616,0,2693,0,0,0,0,0,462,994,467,2471,0,0,,,,
712059,,,,,,,,,,,,,,4009,0,606,0,0,82,0,0,1973,964,466,25,0,299,Post-Retirement Benefit,,,
712648,,,,,,,,,,,,,,738,0,14,0,0,0,0,0,188,536,0,0,0,0,,,,
712956,,,,,,,,,,,,,,4763,0,0,0,0,0,0,0,139,4599,25,0,0,0,,,,
713252,,,,,,,,,,,,,,1155,0,0,0,0,0,0,0,951,193,11,0,0,0,,,,
713476,,,,,,,,,,,,,,9726,0,4684,0,0,0,0,0,1228,2812,1002,4515,0,0,,,,
713926,,,,,,,,,,,,,,12828,,9259,0,,,,,1986,1008,575,3723,,,,,,
714165,,,,,,,,,,,,,,53,0,37,0,37,0,0,0,16,0,0,0,0,0,,,,
714437,,,,,,,,,,,,,,1325,0,350,0,0,0,0,0,241,734,0,0,0,0,,,,
714839,,,,,,,,,,,,,,1440,,167,0,,,,,420,832,21,,,,,,,
714978,,,,,,,,,,,,,,3152,0,853,0,0,0,0,0,54,2019,226,853,0,0,,,,
715032,,,,,,,,,,,,,,700,,0,0,,,,,266,317,117,,,,,,,
715050,,,,,,,,,,,,,,3374,0,1597,0,1218,0,0,0,984,784,9,0,0,0,,,,
715144,,,,,,,,,,,,,,1732,0,273,0,0,0,0,0,113,1166,180,251,0,22,,,,
715340,,,,,,,,,,,,,,5454,0,1947,0,0,791,0,0,888,2619,0,824,0,0,PARTICIPATION PAYMENTS PAYABLE,,,
715470,,,,,,,,,,,,,,479,0,17,0,17,0,0,0,409,53,0,0,0,0,,,,
715630,,,,,,,,,,,,,,1178,0,0,0,0,0,0,0,341,697,140,0,0,0,,,,
715872,,,,,,,,,,,,,,4636,,2412,0,661,,,,697,1391,136,1640,,,,,,
715975,,,,,,,,,,,,,,748,0,514,0,514,0,0,0,94,140,0,0,0,0,,,,
716374,,,,,,,,,,,,,,6669,0,3027,0,0,2000,0,0,1615,1896,131,0,0,0,SolCap tax Credit Investment,,,
716833,,,,,,,,,,,,,,13364,,2528,0,,,,,2948,7603,285,1466,,1011,,,,
716851,,,,,,,,,,,,,,2201,0,1764,0,0,0,0,0,140,122,175,1695,0,0,,,,
716954,,,,,,,,,,,,,,1791,0,0,0,0,0,0,0,749,1042,0,0,0,0,,,,
717232,,,,,,,,,,,,,,654,121,168,0,0,0,0,0,379,77,30,0,0,0,,,,
717670,,,,,,,,,,,,,,269,0,77,0,0,0,0,0,150,22,20,0,0,0,,,,
717737,,,,,,,,,,,,,,26869,,20079,0,,,,,2396,3499,895,6234,,11235,,,,
717924,,,,,,,,,,,,,,26161,,16864,0,,,,,3077,4435,1785,3235,,,,,,
718145,,,,,,,,,,,,,,4334,0,173,0,0,155,0,0,1178,2865,118,0,0,0,ROU Lease Liability,,,
718275,,,,,,,,,,,,,,1364,0,612,0,0,485,0,0,207,471,74,0,0,0,Capitalized Lease Liabilitiy,,,
718538,,,,,,,,,,,,,,3534,0,2480,0,0,1300,0,0,386,668,0,1093,0,0,Unfunded Pension,Accounts Payable,,
719030,,,,,,,,,,,,,,133,0,5,0,0,0,0,0,74,54,0,0,0,0,,,,
719610,,,,,,,,,,,,,,1708,0,0,0,0,0,0,0,547,1161,0,0,0,0,,,,
719656,,,,,,,,,,,,,,1944,0,622,0,0,161,0,0,584,578,160,0,0,0,PREPAID CARD BALANCES,,,
719964,,,,,,,,,,,,,,1781,0,1467,0,0,0,0,0,72,242,0,1467,0,0,,,,
720157,,,,,,,,,,,,,,199,0,3,0,0,0,0,0,169,27,0,0,0,0,,,,
720344,,,,,,,,,,,,,,1295,,595,0,366,,,,557,128,15,39,,,,,,
720746,,,,,,,,,,,,,,5851,0,3762,0,512,0,0,0,1259,748,82,968,0,0,,,,
720858,,,,,,,,,,,,,,1187,0,856,0,0,0,0,0,183,148,0,838,0,0,,,,
721350,,,,,,,,,,,,,,5596,0,1903,72,0,0,0,0,1692,1713,216,1832,0,56,,,,
721752,,,,,,,,,,,,,,767,0,630,0,0,625,0,5,136,1,0,0,0,0,Accrued Salary Cont. Liability,Backup WIthholding Tax,Cash Benefits Paid,
721949,,,,,,,,,,,,,,5615,0,3401,0,0,1616,0,0,1716,288,210,0,0,0,CLS Loan Escrow,,,
722227,,,,,,,,,,,,,,2181,0,1281,0,0,0,0,0,110,756,34,0,0,1281,,,,
722432,,,,,,,,,,,,,,2237,0,101,0,0,0,0,0,193,1804,139,0,0,100,,,,
722544,,,,,,,,,,,,,,17068,0,3714,0,0,0,0,0,4124,7230,2000,3586,0,0,,,,
722777,1939744,0,1153149,0,0,361617,0,0,517088,53094,0,309440,0,,,,,,,,,216413,,,,,,RIGHT_OF_USE_LEASE_LIABILITY,,,
722816,,,,,,,,,,,,,,9518,0,5555,0,0,0,0,0,2121,1552,290,0,0,1624,,,,
723112,3605000,0,2156000,1000,0,740000,0,0,1164000,137000,0,0,608000,,,,,,,,,147000,,,,,,Commitments to fund low-income housing investments,,,
723158,,,,,,,,,,,,,,336,0,0,0,0,0,0,0,291,45,0,0,0,0,,,,
723550,,,,,,,,,,,,,,261,0,0,0,0,0,0,0,227,34,0,0,0,0,,,,
723653,,,,,,,,,,,,,,2736,0,1744,0,0,0,0,0,171,821,0,1738,0,0,,,,
723756,,,,,,,,,,,,,,748,0,282,0,0,282,0,0,229,143,94,0,0,0,BOLI EMPLOYEE BENEFIT LIAB,,,
723868,,,,,,,,,,,,,,1323,0,24,0,0,0,0,0,997,302,0,0,0,0,,,,
724230,,,,,,,,,,,,,,13115,0,9862,0,0,636,0,0,952,1572,729,1851,0,1368,Other Deferred,,,
724744,,,,,,,,,,,,,,7013,0,4811,0,0,0,0,0,2055,147,0,3715,0,0,,,,
724904,,,,,,,,,,,,,,3311,0,114,0,0,0,0,0,340,2857,0,0,0,0,,,,
724940,,,,,,,,,,,,,,89,0,0,0,0,0,0,0,78,11,0,0,0,0,,,,
725077,,,,,,,,,,,,,,4247,0,3225,0,0,0,0,0,674,267,81,258,0,0,,,,
725732,76985,0,42110,0,259,0,0,0,9607,87,4855,0,36970,,,,,,,,,25181,,,,,,,,,
725741,,,,,,,,,,,,,,2639,0,2212,0,0,0,0,0,190,237,0,1955,0,0,,,,
726458,,,,,,,,,,,,,,462,0,197,0,0,0,0,0,169,96,0,197,0,0,,,,
726953,,,,,,,,,,,,,,6382,,4017,0,,,,,1285,1080,0,,,3438,0,0,,
727174,,,,,,,,,,,,,,5548,0,1685,0,0,0,0,0,77,3616,170,841,0,0,,,,
728948,,,,,,,,,,,,,,3749,0,0,0,0,0,0,0,1716,1953,80,0,0,0,,,,
728957,,,,,,,,,,,,,,1349,0,473,0,0,0,0,0,491,385,0,473,0,0,,,,
729011,,,,,,,,,,,,,,5059,0,1220,0,0,0,0,0,1719,1694,426,713,0,474,,,,
729057,,,,,,,,,,,,,,629,0,107,0,0,0,0,0,444,38,40,61,0,0,,,,
729178,,,,,,,,,,,,,,3209,550,2498,0,0,0,0,0,365,346,0,1654,0,176,Unearned fees on PPP loans,,,
729310,,,,,,,,,,,,,,10110,0,5482,0,0,0,0,0,1526,2442,660,4283,0,0,,,,
729842,,,,,,,,,,,,,,1284,0,490,0,0,0,0,0,233,537,24,490,0,0,,,,
729945,,,,,,,,,,,,,,1468,0,914,0,0,597,224,0,252,302,0,0,0,0,ACCRUED SUPPLEMENT RETIREMENT SIBLEY,ACCRUED BENEFIT SPLIT DOLLAR,,
731050,,,,,,,,,,,,,,617,0,0,0,0,0,0,0,212,405,0,0,0,0,,,,
731247,,,,,,,,,,,,,,27103,,11963,0,3534,,,,4737,6143,4260,,,,,,,
731957,,,,,,,,,,,,,,25,0,0,0,0,0,0,0,25,0,0,0,0,0,,,,
732178,,,,,,,,,,,,,,5692,0,2040,0,449,0,940,0,1862,466,1324,0,0,0,,ATM Clearings,Deferred Loan Fees,
732253,,,,,,,,,,,,,,2587,0,737,0,179,0,0,0,1069,781,0,361,0,0,,,,
732637,,,,,,,,,,,,,,754,,262,0,,,,,475,17,0,,,,,,,
732758,,,,,,,,,,,,,,10771,0,9006,0,0,3547,0,0,201,1414,150,0,0,4250,Salary Continuation Plan,,,
732918,,,,,,,,,,,,,,15350,,9560,0,3979,,,,2343,2895,552,2515,,715,,,,
732954,,,,,,,,,,,,,,331,0,146,0,0,0,0,0,178,0,7,106,0,0,,,,
733054,,,,,,,,,,,,,,16491,,6204,0,83,175,633,,7401,2486,400,4657,,644,Producer Payables,Company Payables - ATM Suspense,,
733540,,,,,,,,,,,,,,977,0,478,0,0,478,0,0,248,190,61,0,0,0,Benton Capital Lease,Prepaid Mtg Fees/Appraisals,Earl Whaley,
733559,,,,,,,,,,,,,,4005,0,1509,0,0,0,0,0,679,1817,0,0,0,408,,,,
733661,,,,,,,,,,,,,,3344,0,383,0,383,0,0,0,0,2961,0,0,0,0,,,,
733755,,,,,,,,,,,,,,842,0,651,0,0,0,0,0,134,57,0,554,0,0,,,,
733951,,,,,,,,,,,,,,559,0,36,0,0,0,0,0,281,207,35,0,0,0,,,,
734248,,,,,,,,,,,,,,3541,0,1605,0,0,0,0,0,1333,603,0,1440,0,0,,,,
734350,,,,,,,,,,,,,,2053,0,1124,0,0,0,0,0,372,557,0,1121,0,0,,,,
734538,,,,,,,,,,,,,,15361,0,11013,0,0,0,0,0,0,2527,1821,3463,0,0,,,,
