IDRSSD,RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDB556,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,TEXT3549,TEXT3550,TEXT3551,
777870,,,,,,,,,,,,,,,,,,,0,406,1701,14378,1521,2353,0,0,0,1106,0,0,0,0,0,8115,0,697,,,,
778738,,,,,,,,,,,,,,,,,,,0,1840,326,15287,2157,6320,2700,0,0,5342,0,0,0,0,1459,0,0,0,Securities P&I Delayed Payments,,,
779016,,,,,,,,,,,,,,,,,,,0,1127,2272,18647,598,740,0,0,0,1665,0,0,0,0,8,10457,0,2378,,,,
779351,,,,,,,,,,,,,,,,,,,,9084,0,84231,627,6104,120,,,8658,1265,1058,,,0,60385,0,0,Accrued Taxes Reclass due to negative accrual,,,
779360,,,,,,,,,,,,,,,,,,,0,337,0,4302,913,1052,0,0,0,2913,0,0,0,0,0,0,0,0,Right of use asset,Computer Software,,
779641,,,,,,,,,,,,,,,,,,,0,148,0,2612,0,25,0,0,0,341,0,0,0,0,0,0,2098,0,,,,
779650,,,,,,,,,,,,,,,,,,,0,2239,0,7310,454,454,0,0,0,3039,0,0,0,0,0,1578,0,0,LAND CONTRACT RECEIVABLE,,,
779968,,,,,,,,,,,,,,,,,,,0,6013,6801,25760,1046,8597,6274,0,0,4349,0,0,0,0,0,0,0,0,RIGHT OF USE ASSET,,,
780049,,,,,,,,,,,,,,,,,,,0,1177,0,7630,306,378,0,0,0,1802,0,0,0,0,0,1124,0,3149,,,,
780218,,,,,,,,,,,,,,,,,,,0,2210,8870,38794,2138,3333,0,0,0,4725,0,186,0,0,0,7086,0,12570,,,,
780263,,,,,,,,,,,,,,,,,,,0,1826,0,11121,268,403,0,0,0,1827,0,0,0,0,0,7065,0,0,,,,
780722,,,,,,,,,,,,,,,,,,,,1183,5626,26244,1019,1211,,,,2548,,,,,0,12157,0,3519,,,,
780955,,,,,,,,,,,,,,,,,,,0,1954,106,4391,245,519,239,0,0,1812,0,0,0,0,0,0,0,0,Fiserv DB Settlement Account,,,
782016,,,,,,,,,,,,,,,,,,,0,273,734,1694,96,96,0,0,0,591,0,0,0,0,0,0,0,0,,,,
782306,,,,,,,,,,,,,,,,,,,,50316,25718,144374,,41051,25540,,,26541,,,,,0,748,0,0,OTHER INVESTMENT-LIHTC,,,
782548,,,,,,,,,,,,,,,,,,,0,142,632,1634,79,133,5,0,0,727,0,0,0,0,0,0,0,0,Accrual Income Taxes,,,
783161,,,,,,,,,,,,,,,,,,,0,10518,13942,60433,0,13018,0,0,0,7108,0,0,0,0,0,14796,0,1051,,,,
783246,,,,,,,,,,,,,,,,,,,0,4292,5732,16829,0,21,0,0,0,3231,0,0,0,0,0,3553,0,0,,,,
783349,,,,,,,,,,,,,,,,,,,104,0,125,520,,180,,,,180,,,,,0,0,35,0,,,,
783648,,,,,,,,,,,,,,,,,,,,42453,43985,376140,8730,107728,,,,37190,95997,,,,0,42856,101928,0,,,,
783844,,,,,,,,,,,,,,,,,,,,986,5217,30821,633,672,,,,3987,,,,,0,19959,0,0,,,,
783910,,,,,,,,,,,,,,,,,,,0,1072,590,13297,0,4599,0,0,0,1283,0,0,4012,0,0,5753,0,0,,,,
784159,,,,,,,,,,,,,,,,,,,0,541,0,28681,0,3764,0,0,0,3418,0,0,0,0,0,15764,0,5194,,,,
784430,,,,,,,,,,,,,,,,,,,0,89,3336,8416,0,1473,0,0,0,895,0,0,0,0,0,2623,0,0,,,,
785147,,,,,,,,,,,,,,,,,,,0,1185,6713,19381,784,6197,1333,3699,0,4272,0,0,0,0,0,1014,0,0,ATM Deposit,Investment in OCCH,,
785473,,,,,,,,,,,,,,,,,,,,25916,8402,96986,1150,3413,1599,,,12014,,,,,0,38907,0,8334,Holdback receivable from MSR sale,,,
785857,,,,,,,,,,,,,,,,,,,0,142,0,8470,481,552,0,0,0,1692,0,0,0,0,0,6084,0,0,,,,
785923,,,,,,,,,,,,,,,,,,,0,30711,10450,118979,4376,14841,5252,0,0,9467,0,0,0,0,0,49196,0,4314,"Lender risk account, estimated recovery (DCF)",,,
785950,,,,,,,,,,,,,,,,,,,0,2461,3936,20491,897,2004,620,0,0,4341,0,0,0,0,0,7749,0,0,FEDERAL TAX RECEIVABLE,,,
786210,,,,,,,,,,,,,,,,,,,0,4116,21948,78089,0,2436,957,0,0,9386,0,0,0,0,0,40203,0,0,Prepaid Computer Services,,,
786256,,,,,,,,,,,,,,,,,,,,26,0,308,,99,,,,183,,,,,0,0,0,0,,,,
786555,,,,,,,,,,,,,,,,,,,0,1887,0,11149,196,512,261,0,0,2128,0,0,0,0,0,5510,0,1112,Miscellaneous Other Assets,,,
786612,,,,,,,,,,,,,,,,,,,,13930,23650,157730,3696,39471,7925,2638,2799,27381,,,,,0,39247,0,14051,OPERATING ROU ASSET,FINANCE ROU ASSET,RABBI TRUST ASSET,
786733,,,,,,,,,,,,,,,,,,,0,1070,5164,20097,0,4558,3776,0,0,1546,0,0,0,0,0,6282,0,1477,Prepaid Pension Cost,,,
786948,,,,,,,,,,,,,,,,,,,0,673,163,5364,0,58,0,0,0,2272,0,0,0,0,0,2198,0,0,,,,
787141,,,,,,,,,,,,,,,,,,,0,298,0,682,0,82,0,0,0,302,0,0,0,0,0,0,0,0,,,,
787459,,,,,,,,,,,,,,,,,,,0,417,0,1895,0,2,0,0,0,887,0,0,0,0,0,589,0,0,,,,
787842,,,,,,,,,,,,,,,,,,,0,1697,225,10536,197,346,0,0,0,4535,0,0,0,0,0,3733,0,0,,,,
788559,,,,,,,,,,,,,,,,,,,0,3561,2094,8224,240,382,0,0,0,2187,0,0,0,0,0,0,0,0,,,,
788652,,,,,,,,,,,,,,,,,,,0,785,340,5537,288,398,0,0,0,667,0,0,0,0,0,3347,0,0,,,,
788773,,,,,,,,,,,,,,,,,,,0,7386,3407,14789,599,824,0,0,0,3172,0,0,0,0,0,0,0,0,,,,
789051,,,,,,,,,,,,,,,,,,,0,192,109,831,80,80,0,0,0,450,0,0,0,0,0,0,0,0,,,,
790150,,,,,,,,,,,,,,,,,,,0,275,379,2643,33,111,0,0,0,403,0,19,0,0,0,1475,0,0,,,,
790271,,,,,,,,,,,,,,,,,,,0,1093,7979,24731,522,1000,0,0,0,1869,0,0,0,0,0,6266,0,6524,,,,
790543,,,,,,,,,,,,,,,,,,,,10670,5896,38573,,10795,,,,8537,1391,968,6597,,0,2675,0,0,,,,
790703,,,,,,,,,,,,,,,,,,,0,745,3966,13312,1190,1503,0,0,0,1578,0,0,0,0,0,3246,2274,0,,,,
790918,,,,,,,,,,,,,,,,,,,0,11493,9528,55164,1851,2479,0,0,0,5328,0,0,0,0,0,16362,0,9974,,,,
791072,,,,,,,,,,,,,,,,,,,0,882,0,6016,240,987,0,0,0,2226,0,0,507,0,0,1318,0,603,,,,
791353,,,,,,,,,,,,,,,,,,,,196,0,4109,142,179,,,,995,,,,,0,2739,0,0,,,,
791821,,,,,,,,,,,,,,,,,,,0,856,4912,25064,798,2203,0,0,0,2518,0,0,0,0,0,8515,0,6060,,,0,
791942,,,,,,,,,,,,,,,,,,,0,526,0,5445,155,155,0,0,0,819,0,0,0,0,0,3945,0,0,,,,
792453,,,,,,,,,,,,,,,,,,,0,502,2,1960,0,19,0,0,0,689,0,0,0,0,0,748,0,0,,,,
792640,,,,,,,,,,,,,,,,,,,0,194,46,2340,127,194,0,0,0,1906,0,0,0,0,0,0,0,0,,,,
792659,,,,,,,,,,,,,,,,,,,0,857,0,4500,165,166,0,0,0,854,0,0,0,0,0,0,2623,0,,,,
794149,,,,,,,,,,,,,,,,,,,,1142,0,6042,577,680,,,,965,,,,,0,3255,0,0,,,,
794345,,,,,,,,,,,,,,,,,,,0,473,1906,12159,85,106,0,0,0,1198,0,0,0,21,0,4677,1665,2134,,,,
794475,,,,,,,,,,,,,,,,,,,0,1590,54,6779,0,297,0,0,0,491,0,0,0,0,0,1494,0,2853,,,,
794653,,,,,,,,,,,,,,,,,,,0,94,69,907,37,55,0,0,0,292,0,0,0,0,0,397,0,0,,,,
795249,,,,,,,,,,,,,,,,,,,,143,835,3300,109,109,,,,1023,,,,,0,1190,0,0,,,,
795548,,,,,,,,,,,,,,,,,,,0,1623,2045,22455,439,561,0,0,0,5149,0,117,5,0,0,13077,0,0,,,,
795959,,,,,,,,,,,,,,,,,,,0,643,681,6965,411,411,0,0,0,700,0,0,0,0,0,3785,0,745,,,,
795968,,62489,179870,857819,23248,77201,21037,,,67551,,,,,0,381913,64785,24010,,62490,,,,,,,,,,,,,,,,,Dealer Advances,,,
796152,,,,,,,,,,,,,,,,,,,0,234,0,11097,0,2873,1118,1000,0,1566,0,0,0,0,0,6424,0,0,NON-POSTED DDA DEBITS,NON-POSTED LOAN DEBITS,,
796572,,,,,,,,,,,,,,,,,,,0,1151,7088,13770,972,1549,0,0,428,3982,0,0,0,0,0,0,0,0,,,Advances for serviced loans & prepaid travel club expense,
796657,,,,,,,,,,,,,,,,,,,0,933,188,2231,249,280,0,0,0,830,0,0,0,0,0,0,0,0,,0,,
797140,,,,,,,,,,,,,,,,,,,0,3495,5338,22463,1365,1969,0,0,0,4434,0,0,0,0,0,7227,0,0,,,,
797775,,,,,,,,,,,,,,,,,,,,17700,0,60096,,12240,,,,7882,10397,,,,0,17044,5230,0,,,,
798512,,,,,,,,,,,,,,,,,,,0,216,0,851,0,161,0,0,0,339,0,0,0,0,0,135,0,0,,,,
799359,,,,,,,,,,,,,,,,,,,0,34,227,699,0,85,0,0,0,353,0,0,0,0,0,0,0,0,,,,
799751,,,,,,,,,,,,,,,,,,,,2310,0,4066,266,266,,,,1490,,,,,0,0,0,0,Payroll Clearing,,,
799854,,,,,,,,,,,,,,,,,,,0,1695,564,4934,249,249,0,0,0,2426,0,0,0,0,0,0,0,0,,,,
799939,,,,,,,,,,,,,,,,,,,0,0,52,546,0,39,0,0,0,105,0,0,0,0,0,350,0,0,,,,
799948,,,,,,,,,,,,,,,,,,,0,732,0,10878,0,2058,1569,0,0,2482,0,0,0,0,0,3131,0,2475,OFFICER LIFE INSURANCE PREMIUMS RECEIVABLE,,,
800134,,,,,,,,,,,,,,,,,,,0,720,0,9051,123,463,146,0,0,1321,0,0,0,0,0,6547,0,0,Printers Lease Asset,0,,
800442,,,,,,,,,,,,,,,,,,,0,262,0,6066,149,149,0,0,0,1649,0,0,0,0,0,4006,0,0,,,,
800479,,,,,,,,,,,,,,,,,,,0,137,0,2421,0,215,0,0,0,128,0,0,0,0,0,1941,0,0,,,,
800657,,,,,,,,,,,,,,,,,,,,95858,66955,530816,61880,120880,31964,,,70858,,,,,0,7524,168741,0,Tax Credit Investments,,,
800853,,,,,,,,,,,,,,,,,,,0,232,0,9706,504,820,207,0,0,1812,0,0,0,0,0,6842,0,0,Securities Receivable,,,
801047,,,,,,,,,,,,,,,,,,,0,2277,2632,22139,483,1381,678,0,0,2243,0,0,0,0,0,6767,0,6839,deconversion costs,,,
801056,,,,,,,,,,,,,,,,,,,0,1435,0,5556,395,872,464,0,0,1301,0,0,0,0,0,1948,0,0,Bankers Bank of Kansas stock,,,
801654,,,,,,,,,,,,,,,,,,,0,513,0,2916,0,148,0,0,0,816,0,0,0,0,0,1439,0,0,,,,
803256,,,,,,,,,,,,,,,,,,,8,235,0,1428,47,55,0,0,0,1138,0,0,0,0,0,0,0,0,,,,
803265,,,,,,,,,,,,,,,,,,,0,54,638,1214,50,96,0,0,0,241,0,30,0,0,0,185,0,0,,,,
803649,,,,,,,,,,,,,,,,,,,0,1496,0,15648,798,1140,0,0,0,7405,0,14,48,0,0,5607,0,0,,,,
803658,,,,,,,,,,,,,,,,,,,0,367,1412,4802,96,96,0,0,0,970,0,0,0,0,0,1957,0,0,,,,
803957,,,,,,,,,,,,,,,,,,,0,1105,0,12265,106,209,0,0,0,4627,0,0,0,0,0,3041,0,3283,,,,
804150,,,,,,,,,,,,,,,,,,,,65,199,682,,66,,,,352,,,,,0,0,0,0,,,,
804338,,,,,,,,,,,,,,,,,,,0,8566,4110,67033,950,1677,0,0,0,9412,0,0,0,0,0,43268,0,0,Other: SWAP Receivable,,,
804374,,,,,,,,,,,,,,,,,,,0,1614,1181,12859,444,1521,814,0,0,1733,0,0,0,0,0,732,0,6078,operating ROU Assets,,,
804422,,,,,,,,,,,,,,,,,,,0,88,0,556,0,150,0,0,0,318,0,0,0,0,0,0,0,0,Prepaid Income Tax,,,
804860,,,,,,,,,,,,,,,,,,,,143,676,1407,102,250,,,,338,,,,,0,0,0,0,,,,
805045,,,,,,,,,,,,,,,,,,,0,874,65,2709,0,60,0,0,0,1710,0,0,0,0,0,0,0,0,,,,
805250,,,,,,,,,,,,,,,,,,,,1863,349,6185,466,496,,,,3425,,,,,52,0,0,0,,,,
805335,,,,,,,,,,,,,,,,,,,,116,0,3604,,211,,,,552,,,,,0,2725,0,0,Prepaid Consultant Fee,,,
805755,,,,,,,,,,,,,,,,,,,4,1164,0,5452,546,609,,,,3679,,,59,,0,0,0,0,,,,
805876,,,,,,,,,,,,,,,,,,,0,436,1675,9711,0,337,0,0,0,710,0,0,0,0,0,5876,0,677,,,,
806846,,,,,,,,,,,,,,,,,,,0,12656,3186,49721,2320,23371,16875,0,0,6553,0,0,0,0,0,455,3500,0,LOW INCOME HOUSING TAX CREDITS,,,
806958,,,,,,,,,,,,,,,,,,,,3442,0,18981,663,689,,,,6374,,,,,0,7065,0,1411,,,,
807348,,,,,,,,,,,,,,,,,,,452,1536,539,4809,454,1018,0,0,0,563,0,0,106,0,0,1153,0,0,,,,
807432,,,,,,,,,,,,,,,,,,,0,208,0,4410,158,162,0,0,0,1480,0,0,0,0,0,2560,0,0,,,,
807656,,,,,,,,,,,,,,,,,,,0,423,0,3447,763,1476,710,0,0,1548,0,3,0,0,0,0,0,0,School & County Warrants,,,
807955,,,,,,,,,,,,,,,,,,,0,5760,0,71270,0,6263,0,0,0,8315,0,4999,0,0,0,50932,0,0,,,,
808260,,,,,,,,,,,,,,,,,,,,15549,32993,253167,,103776,31349,47908,,27195,,,,,0,73654,0,0,Non- Qualified Deferred Comp,CRA Low Income Housing Investment,,
808345,,,,,,,,,,,,,,,,,,,0,80,682,1673,117,117,0,0,0,343,0,0,0,0,0,451,0,0,,,,
808653,,,,,,,,,,,,,,,,,,,0,191,2630,7272,198,497,0,0,0,3954,0,184,0,0,0,0,0,0,,,,
809070,,,,,,,,,,,,,,,,,,,0,342,0,851,0,450,0,0,0,59,0,0,0,0,0,0,0,0,,,,
809276,,,,,,,,,,,,,,,,,,,0,1171,2502,9856,724,3529,0,0,0,2654,0,0,2536,0,0,0,0,0,,,,
809379,,,,,,,,,,,,,,,,,,,0,685,1164,2673,0,84,0,0,0,740,0,0,0,0,0,0,0,0,,,,
809650,,,,,,,,,,,,,,,,,,,58,2314,108,6900,444,1831,921,,,1778,,,336,,0,869,0,0,Purchase Premiums,,,
809771,,,,,,,,,,,,,,,,,,,0,3039,8515,131948,0,3905,2440,0,0,5569,0,0,0,0,0,110920,0,0,CRA TAX CREDITS,,,
810544,,,,,,,,,,,,,,,,,,,0,162,322,7844,130,159,0,0,0,3463,0,0,0,0,0,3738,0,0,0,0,,
811046,,,,,,,,,,,,,,,,,,,,16334,42800,325146,,113018,,,,29584,88143,,,,0,114004,9406,0,,,,
811457,,,,,,,,,,,,,,,,,,,,14,0,218,77,127,,,,77,,,,,0,0,0,0,,,,
811541,,,,,,,,,,,,,,,,,,,0,527,0,3336,104,903,799,0,0,823,0,0,0,0,0,1083,0,0,Fixed Rate Annuities,,,
811550,,,,,,,,,,,,,,,,,,,0,159,0,3977,160,348,139,0,0,765,0,0,0,0,0,2705,0,0,Warrants,,,
811747,,,,,,,,,,,,,,,,,,,0,315,6,9723,276,906,434,0,0,4952,0,195,0,0,0,3544,0,0,ICS Clearing Account,,,
812164,0,38,0,124,0,86,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
812379,,,,,,,,,,,,,,,,,,,,732,7,4388,212,671,,,,490,,,233,,0,2488,0,0,,,,
812436,,,,,,,,,,,,,,,,,,,0,1224,6868,14262,798,1611,0,0,0,3082,0,0,660,0,0,1217,260,0,,,,
812557,,,,,,,,,,,,,,,,,,,0,3415,0,17577,0,4650,0,0,0,9362,0,0,0,0,0,150,0,0,,,,
812614,,,,,,,,,,,,,,,,,,,,188,1475,3404,280,571,288,,,1170,,,,,0,0,0,0,Unearned dealer reserve,,,
813059,,,,,,,,,,,,,,,,,,,0,29,0,491,126,157,0,0,0,305,0,0,0,0,0,0,0,0,,,,
813572,,,,,,,,,,,,,,,,,,,1323,1049,9969,14269,213,2275,,,,976,,,363,,0,0,0,0,,,,
813853,,,,,,,,,,,,,,,,,,,0,2124,1700,8636,381,652,197,0,0,1552,0,0,0,0,0,2608,0,0,Fiserve Reserve Deposit,,,
814074,,,,,,,,,,,,,,,,,,,,2593,249,13443,459,4452,2359,,,496,,,,,0,2964,0,2689,Right of Use Lease Asset,,,
814355,,,,,,,,,,,,,,,,,,,0,0,0,252,0,1,0,0,0,251,0,0,0,0,0,0,0,0,,,,
814430,,,,,,,,,,,,,,,,,,,,146084,175105,1277630,,274252,195690,,,96164,,,,,0,404968,0,181057,Lease Equipment,,,
814458,,,,,,,,,,,,,,,,,,,0,946,0,2748,0,253,168,0,0,1549,0,0,0,0,0,0,0,0,Unposted Debits,,,
814476,,,,,,,,,,,,,,,,,,,,164,492,3051,333,1767,,,,628,,,,,0,0,0,0,,,,
814551,,,,,,,,,,,,,,,,,,,0,201,0,2293,100,414,248,0,0,1482,0,0,0,0,0,196,0,0,FISERV CARD SETTLEMENT DEPOSIT,,,
814711,,,,,,,,,,,,,,,,,,,213,1750,2705,14697,759,975,3,,,1603,,,,,0,5092,2572,0,Other Assets,,,
815053,,,,,,,,,,,,,,,,,,,0,1372,314,4961,0,98,0,0,0,3177,0,0,0,0,0,0,0,0,,,,
815147,,,,,,,,,,,,,,,,,,,0,1220,669,10457,589,592,0,0,0,1473,0,0,0,0,0,6503,0,0,,,,
815156,,,,,,,,,,,,,,,,,,,0,1688,0,28142,407,1209,0,0,0,13888,0,0,0,0,0,5227,0,6130,,,,
815277,,,,,,,,,,,,,,,,,,,,2098,1317,14376,524,1911,927,,,4665,,,,,0,4385,0,0,PREPAID TAXES,,,
815754,,,,,,,,,,,,,,,,,,,0,2046,952,17778,680,2140,771,0,0,2308,0,56,568,0,0,10332,0,0,GRANDVIEW INSURANCE SERVICES,7,,
815772,,,,,,,,,,,,,,,,,,,0,2142,267,6138,0,155,0,0,0,523,0,0,0,0,0,3051,0,0,Deffered federal income tax,,,
816256,,,,,,,,,,,,,,,,,,,0,257,376,2727,535,535,0,0,0,1218,0,0,0,0,0,341,0,0,,,,
816304,,,,,,,,,,,,,,,,,,,0,868,1961,12149,617,1018,160,0,0,888,0,0,0,0,0,7414,0,0,Lease asset,,,
816603,,,,,,,,,,,,,,,,,,,,66471,55778,299231,11706,44596,20365,,,27158,3014,190,5878,,0,105228,0,0,Assets of deferred compensation plans,,,
816751,,,,,,,,,,,,,,,,,,,0,26,0,389,26,33,7,0,0,330,0,0,0,0,0,0,0,0,CLEARING/IN PROCESS,,,
817477,,,,,,,,,,,,,,,,,,,0,455,1503,2756,0,191,0,0,0,607,0,0,0,0,0,0,0,0,,,,
817824,0,2611713,1859750,29840233,0,12118051,4503092,0,0,2012661,0,0,0,0,0,7111453,2380961,1745644,,2611713,,,,,,,,,,,,,,,,,Tax Credit Investments,,,
818401,,,,,,,,,,,,,,,,,,,0,5387,15570,62903,4353,11812,0,0,0,6466,5303,0,0,0,0,19639,0,4029,LEASE ASSET,,,
818540,,,,,,,,,,,,,,,,,,,,59,331,1106,,0,,,,716,,,,,0,0,0,0,,,,
818559,,,,,,,,,,,,,,,,,,,0,197,0,693,0,0,0,0,0,496,0,0,0,0,0,0,0,0,,,,
818652,,,,,,,,,,,,,,,,,,,,135,0,3701,35,35,,,,475,,,,,0,3056,0,0,,,,
819154,,,,,,,,,,,,,,,,,,,0,141,0,2167,242,350,0,0,0,629,0,0,0,0,0,1047,0,0,,,,
819172,,,,,,,,,,,,,,,,,,,0,293,602,2483,186,422,224,0,0,601,0,0,0,0,0,565,0,0,Accrued Exp Ded Inc Tax,,,
819453,,,,,,,,,,,,,,,,,,,,1684,1185,11379,,46,,,,4845,,,,,0,3619,0,0,,,,
819556,,,,,,,,,,,,,,,,,,,0,3069,0,15459,310,752,0,0,0,4336,0,0,0,0,0,7302,0,0,,,,
819855,,,,,,,,,,,,,,,,,,,0,3391,3822,37408,2232,2797,0,0,0,9524,0,0,0,0,0,17874,0,0,,,,
820048,,,,,,,,,,,,,,,,,,,,2508,8042,23643,253,6022,112,1260,,3900,1139,,3258,,0,2454,717,0,PREPAID BUILDING MAINTENANCE,INVESTMENT IN NEW MARKET TAX CREDIT,,
820301,,,,,,,,,,,,,,,,,,,,1146,350,18358,424,871,,,,1711,,,,,0,9760,0,4520,,,,
820477,,,,,,,,,,,,,,,,,,,0,234,23,1770,961,1036,0,0,0,477,0,0,0,0,0,0,0,0,,,,
820842,,,,,,,,,,,,,,,,,,,0,555,0,2665,219,219,0,0,0,1891,0,0,0,0,0,0,0,0,,,,
820879,,,,,,,,,,,,,,,,,,,0,368,842,9904,202,1566,141,1223,0,614,0,0,0,0,0,6514,0,0,Suspense Account,Director Deferred Comp- Mutual Fund,,
821036,,,,,,,,,,,,,,,,,,,0,737,0,8252,174,485,217,94,0,1083,0,0,0,0,0,5947,0,0,RECEIVABLES,OTHER IN PROCESS ASSETS,,
821157,,,,,,,,,,,,,,,,,,,0,795,0,5850,71,71,0,0,0,2373,0,0,0,0,0,0,0,2611,,,,
821559,,,,,,,,,,,,,,,,,,,0,99,0,218,24,24,0,0,0,95,0,0,0,0,0,0,0,0,,,,
821643,,,,,,,,,,,,,,,,,,,,204,127,2646,85,85,,,,639,,,,,0,1225,0,366,,,,
822042,,,,,,,,,,,,,,,,,,,,4494,7567,44218,1658,2048,,,,7308,,,,,0,22718,0,83,,,,
822051,,,,,,,,,,,,,,,,,,,0,1330,0,4542,482,484,0,0,0,2728,0,0,0,0,0,0,0,0,,,,
822275,,,,,,,,,,,,,,,,,,,0,2867,0,5958,968,1112,0,0,0,1708,0,0,0,0,0,271,0,0,,,,
822556,,,,,,,,,,,,,,,,,,,,39935,0,263165,,186976,115461,,,36254,,,,,0,0,0,0,Margin Cash for Interest Rate Swaps,,,
822631,,,,,,,,,,,,,,,,,,,0,259,728,1591,0,237,0,0,0,367,0,0,0,0,0,0,0,0,,,,
823076,,,,,,,,,,,,,,,,,,,0,153,358,743,106,106,0,0,0,126,0,0,0,0,0,0,0,0,,,,
823133,,,,,,,,,,,,,,,,,,,0,618,9075,14533,1010,1120,0,0,0,3720,0,0,0,0,0,0,0,0,Allowance for credit losses off balance sheet,,,
823142,,,,,,,,,,,,,,,,,,,,645,0,1327,,166,,,,516,,,,,0,0,0,0,,,,
823450,,,,,,,,,,,,,,,,,,,0,2072,0,13454,768,890,0,0,0,2291,0,0,0,0,0,4567,0,3634,,,,
823478,,,,,,,,,,,,,,,,,,,0,712,4625,46751,1152,2541,878,0,0,13472,0,0,0,0,0,19573,0,5828,ATM SWITCH SETTLEMENT,,,
823553,,,,,,,,,,,,,,,,,,,0,0,0,643,0,25,0,0,0,178,0,0,0,0,0,440,0,0,,,,
823638,,,,,,,,,,,,,,,,,,,0,143,3821,5715,0,626,512,0,0,1125,0,0,0,0,0,0,0,0,INCOME TAX RECEIVABLE,0,,
823656,,,,,,,,,,,,,,,,,,,0,2027,0,13438,273,441,0,0,0,3084,0,0,0,0,0,7886,0,0,,,,
824242,,,,,,,,,,,,,,,,,,,0,201,504,1891,0,45,0,0,0,635,0,0,0,0,0,506,0,0,,,,
824653,,,,,,,,,,,,,,,,,,,0,5454,0,22779,168,6604,0,0,0,4001,0,0,0,0,0,5220,1500,0,,,,
824671,,,,,,,,,,,,,,,,,,,0,2799,3024,24941,503,994,94,0,0,1973,0,0,63,0,0,16151,0,0,DEFERRED FEES/COSTS,,,
824738,,,,,,,,,,,,,,,,,,,0,208,0,1410,172,172,0,0,0,1030,0,0,0,0,0,0,0,0,,,,
825146,,,,,,,,,,,,,,,,,,,,22990,0,97425,3871,11545,,,,25159,3191,,3425,,0,22858,0,14873,,,,
825454,,,,,,,,,,,,,,,,,,,,614,0,9670,,2567,642,1626,,2278,,,,,0,4211,0,0,Other Investment Annuity,DDA Non-Post,,
825548,,,,,,,,,,,,,,,,,,,0,1876,0,12362,134,137,0,0,0,2219,0,0,0,0,0,8130,0,0,,,,
825753,,,,,,,,,,,,,,,,,,,,1742,5442,8673,257,260,,,,1048,,,,,181,0,0,0,,,,
825847,,,,,,,,,,,,,,,,,,,0,1241,0,7119,134,202,0,0,0,5676,0,0,0,0,0,0,0,0,,,,
825940,,,,,,,,,,,,,,,,,,,0,873,0,2277,398,398,0,0,0,1006,0,0,0,0,0,0,0,0,,,,
826451,,,,,,,,,,,,,,,,,,,0,0,1470,4504,0,20,0,0,0,790,0,0,0,0,0,2224,0,0,,,,
826648,,,,,,,,,,,,,,,,,,,0,718,153,7008,0,181,0,0,0,2527,0,0,0,0,0,3429,0,0,,,,
826956,,,,,,,,,,,,,,,,,,,,3170,11744,126286,,17467,7119,,,27617,,,5816,,0,66288,0,0,Tax Benefit Receivable,,,
827355,,,,,,,,,,,,,,,,,,,7,72,2613,3895,0,101,0,0,0,1109,0,0,0,0,0,0,0,0,,,,
827458,,,,,,,,,,,,,,,,,,,0,894,4,12791,0,233,0,0,0,5599,0,0,0,0,0,6061,0,0,,,,
827560,,2722,3533,38113,,9587,5778,,,2576,,,,,0,17342,2353,0,,2318,,,,,,,,,,,,,,,,,ROU Asset,,,
828110,,,,,,,,,,,,,,,,,,,0,142,1213,4213,0,1168,947,0,0,1690,0,0,0,0,0,0,0,0,RIGHT TO USE ASSET-LEASE,,,
828174,,,,,,,,,,,,,,,,,,,0,1246,1184,12059,354,506,0,0,0,995,0,152,0,0,0,6262,1866,0,,,,
828473,,,,,,,,,,,,,,,,,,,,275,44,11701,447,1181,,,,888,,,125,,0,9313,0,0,,,,
828651,,,,,,,,,,,,,,,,,,,,5352,0,24340,5452,9880,,,,9108,,,,,0,0,0,0,,,,
829032,,,,,,,,,,,,,,,,,,,0,304,912,8759,687,2035,1207,0,0,805,0,0,0,0,0,3684,0,1019,Prepaid Pension Asset,,,
829041,,,,,,,,,,,,,,,,,,,0,277,2685,5612,762,949,0,0,0,1502,0,0,0,0,0,199,0,0,,,,
829050,,,,,,,,,,,,,,,,,,,0,663,458,3486,224,224,0,0,0,1968,0,0,0,0,0,173,0,0,,,,
830113,,,,,,,,,,,,,,,,,,,0,533,1703,10591,0,153,0,0,0,1274,0,0,0,0,0,5122,0,1806,,,,
830252,,,,,,,,,,,,,,,,,,,0,0,2152,5661,275,467,0,0,0,510,0,0,0,0,0,2532,0,0,,,,
830355,,,,,,,,,,,,,,,,,,,0,1840,0,20926,305,837,298,0,0,2899,0,0,0,0,0,12362,869,2119,PREPAID ADVERTISING,,,
830542,,,,,,,,,,,,,,,,,,,0,5280,6484,47588,977,2582,0,0,0,8955,0,209,1255,0,0,24287,0,0,MISCELLANEOUS ASSETS,,,
830645,,,,,,,,,,,,,,,,,,,,149,0,1218,42,42,,,,1027,,,,,0,0,0,0,,,,
