IDRSSD,RCFD0211,RCFD0213,RCFD0416,RCFD1286,RCFD1287,RCFD1737,RCFD1738,RCFD1739,RCFD1741,RCFD1742,RCFD1743,RCFD1744,RCFD1746,RCFD1754,RCFD1771,RCFD1772,RCFD1773,RCFD1778,RCFD8496,RCFD8497,RCFD8498,RCFD8499,RCFD8782,RCFD8783,RCFDA248,RCFDA549,RCFDA550,RCFDA551,RCFDA552,RCFDA553,RCFDA554,RCFDA555,RCFDA556,RCFDA557,RCFDA558,RCFDA559,RCFDA560,RCFDA561,RCFDA562,RCFDB838,RCFDB839,RCFDB840,RCFDB841,RCFDB842,RCFDB843,RCFDB844,RCFDB845,RCFDB846,RCFDB847,RCFDB848,RCFDB849,RCFDB850,RCFDB851,RCFDB852,RCFDB853,RCFDB854,RCFDB855,RCFDB856,RCFDB857,RCFDB858,RCFDB859,RCFDB860,RCFDB861,RCFDC026,RCFDC027,RCFDC988,RCFDC989,RCFDG300,RCFDG301,RCFDG302,RCFDG303,RCFDG304,RCFDG305,RCFDG306,RCFDG307,RCFDG308,RCFDG309,RCFDG310,RCFDG311,RCFDG312,RCFDG313,RCFDG314,RCFDG315,RCFDG316,RCFDG317,RCFDG318,RCFDG319,RCFDG320,RCFDG321,RCFDG322,RCFDG323,RCFDG348,RCFDG349,RCFDG350,RCFDG351,RCFDG352,RCFDG353,RCFDG354,RCFDG355,RCFDG356,RCFDG357,RCFDG358,RCFDG359,RCFDG360,RCFDG361,RCFDG362,RCFDG363,RCFDG364,RCFDG365,RCFDG366,RCFDG367,RCFDG368,RCFDG369,RCFDG370,RCFDG371,RCFDG372,RCFDG373,RCFDG374,RCFDG375,RCFDHT50,RCFDHT51,RCFDHT52,RCFDHT53,RCFDHT58,RCFDHT59,RCFDHT60,RCFDHT61,RCFDK142,RCFDK143,RCFDK144,RCFDK145,RCFDK146,RCFDK147,RCFDK148,RCFDK149,RCFDK150,RCFDK151,RCFDK152,RCFDK153,RCFDK154,RCFDK155,RCFDK156,RCFDK157,RCFDMG95,RCON0211,RCON0213,RCON0416,RCON1286,RCON1287,RCON1737,RCON1738,RCON1739,RCON1741,RCON1742,RCON1743,RCON1744,RCON1746,RCON1754,RCON1771,RCON1772,RCON1773,RCON1778,RCON8496,RCON8497,RCON8498,RCON8499,RCON8782,RCON8783,RCONA248,RCONA549,RCONA550,RCONA551,RCONA552,RCONA553,RCONA554,RCONA555,RCONA556,RCONA557,RCONA558,RCONA559,RCONA560,RCONA561,RCONA562,RCONB838,RCONB839,RCONB840,RCONB841,RCONB842,RCONB843,RCONB844,RCONB845,RCONB846,RCONB847,RCONB848,RCONB849,RCONB850,RCONB851,RCONB852,RCONB853,RCONB854,RCONB855,RCONB856,RCONB857,RCONB858,RCONB859,RCONB860,RCONB861,RCONC026,RCONC027,RCONC988,RCONC989,RCONG300,RCONG301,RCONG302,RCONG303,RCONG304,RCONG305,RCONG306,RCONG307,RCONG308,RCONG309,RCONG310,RCONG311,RCONG312,RCONG313,RCONG314,RCONG315,RCONG316,RCONG317,RCONG318,RCONG319,RCONG320,RCONG321,RCONG322,RCONG323,RCONG348,RCONG349,RCONG350,RCONG351,RCONG352,
3636428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,89450,0,0,1000,1000,0,0,0,0,0,0,66142,60225,45167,40914,0,65142,59225,0,0,0,0,0,0,0,1000,1910,13853,49380,0,0,0,727,17248,21814,0,1125,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1420,1125,0,0,0,0,,,,,,
3636446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14950,14908,49593,0,0,0,0,0,0,0,0,0,0,56520,56194,2588,2330,0,0,0,0,0,0,0,14950,9956,4995,0,0,0,0,32434,0,0,56,0,816,2096,8499,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1362,1336,0,0,0,0,9136,9124,129,122,,,,,,
3636914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,211,1493,1475,0,0,3500,2980,0,0,0,0,0,0,34794,29842,0,0,0,15706,13450,0,0,1944,0,1944,3847,0,8088,5167,0,174,33,86,2313,2269,284,5637,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,928,850,0,0,0,0,0,0,0,0,,,,,,
3637247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,178123,0,0,0,0,21500,18549,0,0,0,0,94081,75243,233869,203611,0,94081,75243,88945,75285,2000,1634,4715,5746,0,14366,1150,151756,22768,32976,0,0,0,0,4492,10435,54003,,,,,,,,,,,,,,,,,,,,,,,,,0,2828,0,2793,,,,,,,,,0,0,0,0,0,0,35456,30725,0,0,0,0,0,0,9020,8095,,,,,,
3637685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1706351,1299,1256,0,0,133805,119444,0,0,0,0,755033,675348,1135756,1105801,0,0,0,49268,45201,8174,1672,975,64186,2852,68131,8374,37613,379970,0,186,459,5039,22450,1256358,3147,12070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807380,803898,373944,318941,106255,106649,0,0,0,0,0,0,4863,4141,0,0,0,0,0,0,0,0,0,0,0,0,0,
3637706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5500,4585,0,0,0,0,0,0,6120,5203,27,26,0,620,618,0,0,0,0,251,251,0,4369,1500,0,0,0,0,26,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3645840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6171,0,0,0,0,0,0,0,0,0,0,0,0,11718,10628,0,0,0,0,0,4000,3954,0,0,0,3954,35,183,0,0,85,0,188,2308,3573,302,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,317,302,0,0,0,0,0,0,0,0,,,,,,
3646397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18200,6472,6127,0,0,13756,12046,0,0,0,0,0,0,73939,65406,0,0,0,16311,12969,2500,2261,2934,308,2934,8353,5749,14719,1578,0,0,0,96,217,13021,566,17865,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,19858,18216,0,0,0,0,0,0,0,0,,,,,,
3650808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270279,1151195,0,0,0,3189,2993,0,0,22962,3910,17394,66606,94032,178454,85,18306,17184,60357,172193,215036,205760,40380,61499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42376,39741,0,0,712275,649093,0,0,0,0,0,0,57840,45932,0,0,0,0,0,0,0,0,0,0,0,0,0,
3655933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10000,9883,0,0,0,0,0,0,0,0,0,0,10546,10398,0,0,0,0,0,0,0,9883,4986,4897,0,0,0,0,0,0,0,167,348,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3664588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,96069,14937,14790,0,0,19304,18368,0,0,0,0,4710,3268,173552,158864,0,0,0,14706,11986,0,0,20098,47239,12578,14180,2530,11626,4023,0,0,0,713,26573,30191,2011,7200,,,,,,,,,,,,,,,,,,,,,,,,,0,31806,0,31854,0,0,948,765,0,0,66346,56712,0,0,0,0,0,0,3340,3308,0,0,0,0,0,0,0,0,,,,,,
3667132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11316,14000,13004,0,0,0,0,0,0,0,0,0,0,72086,64430,0,0,0,15032,12887,486,483,5917,1839,4920,13463,13888,16188,0,0,0,0,135,1707,4057,61,8172,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,7259,6334,0,0,0,0,0,0,0,0,,,,,,
3671997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2125,0,0,0,0,0,0,0,0,0,0,829,813,7534,7095,0,829,813,1649,1541,0,0,0,0,0,695,1214,789,0,0,0,75,105,2265,890,440,1450,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1944,1890,0,0,0,0,0,0,0,0,,,,,,
3678857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99851,99906,119325,0,0,206687,203682,20357,18934,0,0,0,0,325157,321461,59621,55015,0,0,0,0,0,0,0,92603,72628,59286,202072,9199,6874,0,719,680,1,87,4731,8236,7763,7896,,,,,,,,,,,,,,,,,,,,,,,,,4201,4898,4062,4905,0,0,0,0,2756,2702,13710,11698,0,0,0,0,0,0,10958,9868,0,0,0,0,4626,4529,1206,1166,,,,,,
3688043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,91564,73815,69570,0,0,17274,16146,0,0,0,0,0,0,133707,123844,0,0,0,12310,10796,0,0,34883,10182,29883,36938,30782,6359,0,0,0,0,0,1519,8182,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,338,0,340,,,,,,,,,0,0,10363,8565,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3688548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11368,0,0,0,0,0,0,0,0,0,0,30815,26463,23339,20871,0,30815,26463,22293,19856,0,0,1445,249,1197,2230,2654,24768,19573,0,0,0,154,0,0,0,861,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,885,861,0,0,0,0,0,0,0,0,,,,,,
3690121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12896,10955,0,0,0,2437,2126,0,0,0,0,0,499,0,1626,0,0,0,0,0,2085,6744,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3690635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1995,1964,0,0,0,0,0,0,0,0,0,0,15549,13881,0,0,0,0,0,0,0,5872,990,4882,0,1742,4973,0,0,0,0,0,0,0,0,1294,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1556,1294,0,0,0,0,0,0,0,0,,,,,,
3690701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18878,18314,18112,0,0,0,0,0,0,0,0,13267,11726,110461,99798,0,9278,7904,22168,19915,0,0,21413,17922,8146,5203,6926,16675,5344,0,1257,155,3611,9382,24444,3265,10734,,,,,,,,,,,,,,,,,,,,,,,,,0,4976,0,5016,0,0,93,93,0,0,45104,38757,0,0,0,0,2595,2402,9871,8852,0,0,0,0,0,0,0,0,,,,,,
3719648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10507,0,0,0,0,0,0,0,0,0,0,6499,5729,28668,24986,0,498,498,0,0,0,0,2001,0,2001,0,0,1357,0,0,0,31,605,1200,6001,7388,12901,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,16276,14153,0,0,0,0,0,0,0,0,,,,,,
3720336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11582,5487,5363,0,0,0,0,0,0,0,0,0,0,11945,11582,0,0,0,0,0,2000,1957,4905,0,4905,1957,4720,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3720608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1562,26925,25872,0,0,0,0,0,0,0,0,0,0,163633,151378,0,0,0,74310,66677,0,0,14302,5938,10313,17498,8118,41111,18285,0,221,18,0,17277,18305,5100,9196,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,7644,7605,0,0,0,0,0,0,0,0,,,,,,
3721605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14863,6001,5730,0,0,0,0,0,0,0,0,0,0,39058,34718,0,0,0,0,0,0,0,3081,153,2929,9545,310,3025,5596,0,0,0,0,3651,1184,3024,5302,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,9794,8325,0,0,0,0,0,0,0,0,,,,,,
3729124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2792,2799,0,0,0,0,0,0,0,0,0,0,27724,24674,55,56,0,0,0,0,0,0,0,1799,1799,0,5001,1000,0,0,0,108,0,0,7454,12416,2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,,,,,
3783313,49984,49008,297366,0,0,33295,31497,0,0,40000,40000,0,0,388553,387628,733421,717117,0,0,0,502,500,33295,31497,217141,95331,71120,34476,23081,62447,94388,154,4,0,0,33,0,137412,587226,,,,,,,,,,,,,,,,,,,,,,,,,30073,21855,36048,37490,0,0,178,154,0,0,40,37,0,0,0,0,0,0,524933,522758,0,0,0,0,52632,54521,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,19983,0,0,99190,99776,0,0,60986,54347,13996,13823,0,0,11260,11136,2393,2448,144502,146403,0,0,520,451,,49984,,,,0,,,,,,,,,388553,,,717116,,0,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,942422,940434,0,0,0,0,0,0,0,0,0,0,3531518,3409538,0,0,0,0,0,0,0,437299,712930,262188,743566,0,0,0,37,44,27241,126382,901923,36849,63083,535295,,,,,,,,,,,,,,,,,,,,,,,,,0,97196,0,97345,0,0,101617,92278,0,0,1068920,1000197,0,0,0,0,0,0,641281,598378,0,0,0,0,0,0,0,0,,,,,,
3786435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2694,0,0,0,0,12891,11459,0,0,0,0,0,0,137898,118430,0,0,0,42154,34980,2415,2081,3134,9207,4703,12935,3993,32443,2880,0,0,0,4311,6623,28610,6036,6690,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,6681,5308,0,0,0,0,0,0,0,0,,,,,,
3793714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,37176,29923,29926,0,0,17515,15622,0,0,0,0,3902,3688,100600,98813,0,0,0,0,0,0,0,29926,75482,1942,9011,6000,6210,0,0,43,0,0,1372,2626,6,23,,,,,,,,,,,,,,,,,,,,,,,,,0,50566,0,50296,,,,,,,,,0,0,0,0,0,0,33,29,0,0,0,0,0,0,0,0,,,,,,
3804535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,757,0,0,0,0,18715,17645,0,0,0,0,153962,153551,92317,82829,0,153962,153551,72462,64141,0,0,250,4080,6905,8205,4339,62451,150526,0,0,0,0,0,286,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,313,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3807880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13891,9998,9975,0,0,4304,4148,0,0,0,0,0,0,107517,93240,0,0,0,0,0,0,0,11944,9975,1968,2180,0,1599,0,0,11,0,0,25670,21789,2212,27837,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,7171,6281,0,0,0,0,0,0,0,0,,,,,,
3812147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,500,376,0,0,0,0,0,0,15663,12998,0,0,0,1885,1652,0,0,0,0,0,376,190,1463,3335,0,0,18,215,1330,6058,13,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,,,,,,
3816154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,942,0,0,0,0,500,402,0,0,0,0,0,0,34658,31964,0,0,0,6712,6494,0,0,2487,0,0,3880,2721,3774,0,0,0,0,84,6007,5081,7163,3255,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,3585,3255,0,0,0,0,0,0,0,0,,,,,,
3816163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,963,14785,0,0,5400,4894,0,0,0,0,0,0,18298,16402,2019,1954,0,0,0,0,0,0,0,1500,0,1500,8554,4188,2960,0,1954,0,0,0,0,0,0,1097,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3816190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016,936,198022,20050,17590,9500,8094,0,0,0,0,0,0,10516,9030,255329,250972,0,0,0,0,0,53039,53117,0,74659,0,9516,18090,12984,0,24187,0,0,0,0,825,71020,50207,,,,,,,,,,,,,,,,,,,,,,,,,0,31819,0,31596,,,,,,,,,0,0,0,0,0,0,3616,3225,0,0,0,0,0,0,109844,108317,,,,,,
3821037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8940,8124,10183,0,0,4516,4500,0,0,0,0,0,0,21408,19183,60193,52789,0,1688,1661,16440,15521,0,0,2253,1815,438,10694,6628,13626,0,0,0,0,394,12576,25220,164,2642,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5826,4487,40366,34462,0,0,0,0,0,0,3387,2806,0,0,0,0,0,0,0,0,,,,,,
3821626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3821822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,24972,12000,11730,0,0,2250,2196,0,0,0,0,0,0,98400,89657,0,0,0,48972,44059,0,0,12593,1052,12297,6045,3134,24777,16242,0,0,892,1110,3876,6731,5099,8402,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,9782,8931,0,0,0,0,0,0,0,0,,,,,,
