"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
920210																																																																																																																																		240674	1348	0	0	126978	19769	11647	8122	0	0	0	0	0	0	2988	82924	7489	0	0	0	0	0	0	0	0	0	0	10347	47	195	0	7337	14682	104961	58559	70281	19	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14682	104961	58559	74167	0	20992	29280	74167	126978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
920359																																																																																																																																		125099	1146	0	100	85060	11413	8178	3235	0	3537	0	3554	0	0	0	17907	2470	0	0	0	0	0	0	0	0	0	0	3685	0	0	0	3685	8178	28896	26647	61679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8178	28896	26647	61679	0	5779	13324	61679	84960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
920733																																																																																																																																		246676	851																																																																																																														
920854																																																																																																																																		799457	5997	0	0	591831	18716	14342	4374	0	0	0	0	0	0	8700	151135	737	6379	16311	0	16311	0	0	0	0	0	0	48490	1875	1116	0	32096	24917	210128	64538	503873	0	0	0	0	0	0	0	0	0	0	0	0	510	102	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24917	210128	65130	504091	0	42026	32565	504091	591831	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
920975																																																																																																																																		388889	3797	0	0	314051	43905	40630	3275	0	0	0	0	0	0	541	1205	253	500	550	0	550	0	0	0	0	0	0	16321	82	533	0	13481	41253	5563	71799	271816	790	790	0	0	0	790	41	21	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3529	1765	0	0	0	1765	41253	5563	71799	274392	0	1113	35900	274392	314051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
921039																																																																																																																																		869600	6231	0	105	577289	46108	38477	7630	0	5672	0	0	0	5700	105087	63747	8699	2880	0	0	0	0	0	0	0	0	0	69123	632	36824	42	31624	145236	108201	183602	442141	1236	1236	0	0	0	1236	646	323	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32867	16434	0	0	0	16434	145236	108201	183602	460134	0	21640	91801	460134	577184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
921178																																																																																																																																		1535809	15364	0	2186	1082076	27804	19013	8791	0	225817	11255	214562	0	0	16822	117898	24200	0	0	0	0	0	0	0	0	0	0	115116	684	6971	779	78708	98512	348222	206455	888634	600	600	0	0	0	600	1000	500	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28870	14435	0	0	0	14435	98512	348222	206455	904169	0	69644	103228	904169	1079890	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
921655																																																																																																																																		37363	257																																																																																																														
921879																																																																																																																																		168660	1256	0	151	88828	17293	1136	16157	0	0	0	0	0	0	1400	38015	22781	0	0	0	0	0	0	0	0	0	0	10351	0	617	0	9615	2536	54789	83955	33202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2536	54789	83955	34530	0	10958	41978	34530	88677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
921936																																																																																																																																		68113	483	0	0	43439	6846	2958	3888	0	0	0	0	0	0	781	21673	3466	0	0	0	0	0	0	0	0	0	0	1852	1	349	9	1493	3740	25910	13057	28994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1082	541	0	0	0	541	4987	25910	13057	29986	0	5182	6529	29986	43439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
922157																																																																																																																																		242809	1482																																																																																																														
922344																																																																																																																																		603938	4019	0	0	380778	16394	4957	11437	0	0	0	0	0	0	51331	79937	5104	1500	0	0	0	0	0	0	0	0	0	34811	197	1786	110	27257	56485	192562	28155	306215	892	892	0	0	0	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13357	6679	0	0	0	6679	56485	192562	28155	314880	0	38512	14078	314880	380778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
922559																																																																																																																																		630996	5961	0	0	484923	45224	44993	231	0	145	16	129	0	0	30991	94164	1757	5000	0	0	0	0	0	0	0	0	0	29299	171	2407	30	17767	80039	99424	48642	402937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32995	16498	0	0	0	16498	80039	99424	48642	428589	0	19885	24321	428589	484923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
922924																																																																																																																																		292264	947	0	0	110936	143232	134329	8903	0	0	0	0	0	0	69	51886	0	0	0	0	0	0	0	0	0	0	0	8457	0	0	0	7046	135616	60789	23759	73251	2468	2468	0	0	0	2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8904	4452	0	0	0	4452	135616	60789	23759	85307	0	12158	11880	85307	110936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
923257																																																																																																																																		85688	762	0	0	61543	7549	857	6692	0	1559	1427	132	0	0	0	0	0	0	1225	0	1225	0	0	0	0	0	0	8059	0	56	158	3144	2284	8105	27513	41401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2284	8105	27513	42369	0	1621	13757	42369	61543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
923350																																																																																																																																		56963	424																																																																																																														
923707																																																																																																																																		1676512	14476	0	0	1264534	130647	129489	1158	0	0	0	0	0	0	109502	86738	0	39059	6	0	6	0	0	0	0	0	0	114351	273	1450	741	106184	240025	89352	464587	894401	701	701	0	0	0	701	3653	1827	0	0	0	1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136114	68057	0	0	0	68057	240025	89352	464587	984488	0	17870	232294	984488	1264534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
923752																																																																																																																																		2207603	16222	0	0	1556292	121903	107708	14195	0	0	0	0	0	0	113653	405758	32951	2508	4731	0	4731	0	0	0	0	0	0	161310	3144	7710	0	124182	224618	452002	404622	1174698	13137	13137	0	0	0	13137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33495	16748	16748	0	0	0	305634	466927	404622	1198069	0	93385	202311	1198069	1556292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
923855																																																																																																																																		116095	925																																																																																																														
923949																																																																																																																																		88032	704																																																																																																														
924058																																																																																																																																		309212	2268	0	87	174496	5323	2571	2752	0	0	0	0	0	0	10312	142561	2082	0	0	0	0	0	0	0	0	0	0	15430	93	1953	260	12803	16736	147266	52936	111289	1650	1650	170	0	0	1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	0	0	33	0	3569	1785	0	0	283	1502	16906	147266	54284	117799	0	29453	27142	117799	174409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
924236																																																																																																																																		876843	4641																																																																																																														
924254																																																																																																																																		82526	846	0	0	69582	9107	1646	7461	0	0	0	0	0	0	3296	19147	0	0	0	0	0	0	0	0	0	0	0	2497	13	1163	0	1248	5289	27771	13121	40280	0	0	0	0	0	0	30	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	156	0	0	0	156	5289	27771	13121	41216	0	5554	6561	41216	69582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
924357																																																																																																																																		269378	2122	0	0	166314	12370	10653	1717	0	2781	0	2781	0	0	60760	15427	0	0	500	0	500	0	0	0	0	0	0	6357	60	167	0	6020	71909	26580	46024	127693	95	95	0	0	0	95	38	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71909	26580	46024	131627	0	5316	23012	131627	166314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
924553																																																																																																																																		74091	240																																																																																																														
924937																																																																																																																																		406276	2372	0	0	250469	22961	22958	3	0	0	0	0	0	0	26457	109538	5686	0	78	0	78	0	0	0	0	0	0	25783	79	1391	38	16498	51233	111010	71748	180842	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12581	6291	0	0	0	6291	51233	111010	71748	189355	0	22202	35874	189355	250469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
925037																																																																																																																																		2259297	19536	0	0	1962795	132438	119041	13397	0	0	0	0	0	0	125898	46364	14123	0	0	0	0	0	0	0	0	0	0	66723	3350	2230	3313	49143	250860	75461	242936	1670919	10604	10604	0	0	0	10604	544	272	0	0	0	272	3499	700	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	123304	61652	0	0	0	61652	250860	75461	242936	1747181	0	15092	121468	1747181	1962795	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
925055																																																																																																																																		245026	1385																																																																																																														
925354																																																																																																																																		284637	1713																																																																																																														
925411																																																																																																																																		3471058	0	0	0	1330730	3406211	2647669	737935	14928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64217	0	0	0	64217	2647669	737935	3725	79775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2647669	1722379	3725	981460	0	344476	1863	981460	1330730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
925653																																																																																																																																		548158	5821	0	0	506747	108499	93988	14173	338	0	0	0	0	0	0	4372	0	1	200	0	200	0	0	0	0	0	0	11877	837	2357	0	8426	94825	21102	6571	381163	300	300	0	0	0	300	7350	3675	0	0	0	3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9968	4984	0	0	0	4984	94825	21102	6571	424148	0	4220	3286	424148	506747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
926632																																																																																																																																		309060	2834	0	0	234779	13010	10961	2049	0	1256	0	0	0	1256	22423	30242	532	8243	0	0	0	0	0	0	0	0	0	10628	113	412	0	7453	34292	32703	49660	195161	0	0	0	0	0	0	53	27	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34292	32703	49660	197446	0	6541	24830	197446	234779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
926650																																																																																																																																		59163	1010	537	473	42943	6459	179	6280	0	17301	245	13456	2460	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	1339	0	114	0	1225	424	20095	6048	30889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	20095	6048	31824	0	4019	3024	31824	41933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
926959																																																																																																																																		291703	1848	0	0	214433	5814	5773	41	0	3148	0	246	2902	0	11999	73325	35940	28379	0	0	0	0	0	0	0	0	0	10253	130	342	851	8930	20073	73954	78461	129373	260	260	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13151	6576	0	0	422	6154	20073	73954	122670	136274	0	14791	61335	136274	214433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
927077																																																																																																																																		113772	876	0	24	68188	12610	2911	9699	0	1661	387	1274	0	0	1185	3971	0	0	0	0	0	0	0	0	0	0	0	2443	9	474	218	1742	4492	15807	59112	35471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4492	15807	59112	35471	0	3161	29556	35471	68164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
